symbol,raw_lattice_anchor_ts_utc,interval_code,sensitivity_mode,selection_status,selected_template_time_shift_days,effective_schedule_origin_ts_utc,extension_sequence_index,marker_set,marker_ratio,marker_code,marker_kind,expected_ts_utc,observed_candle_open_ts_utc,observed_price,marker_residual_hours,matched
BTC,2025-07-13T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-5.0,2025-07-08T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-08-03T17:05:16Z,2025-08-03T00:00:00Z,99305.0,0.0,True
BTC,2025-07-13T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-5.0,2025-07-08T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-08-10T23:28:19Z,2025-08-10T00:00:00Z,102250.0,0.0,True
BTC,2025-07-13T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-5.0,2025-07-08T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-08-31T23:28:19Z,2025-08-31T00:00:00Z,93756.0,0.0,True
BTC,2025-09-14T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,3.0,2025-09-17T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-10-13T17:05:16Z,2025-10-13T00:00:00Z,100309.0,0.0,True
BTC,2025-09-14T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,3.0,2025-09-17T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-10-20T23:28:19Z,2025-10-20T00:00:00Z,95858.0,0.0,True
BTC,2025-09-14T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,3.0,2025-09-17T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-11-10T23:28:19Z,2025-11-10T00:00:00Z,92242.0,0.0,True
BTC,2025-09-14T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,3.0,2025-09-17T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-10-13T17:05:16Z,2025-10-13T00:00:00Z,100309.0,0.0,True
BTC,2025-09-14T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,3.0,2025-09-17T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-10-20T23:28:19Z,2025-10-20T00:00:00Z,95858.0,0.0,True
BTC,2025-09-14T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,3.0,2025-09-17T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-11-10T23:28:19Z,2025-11-10T00:00:00Z,92242.0,0.0,True
BTC,2025-09-14T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,3.0,2025-09-17T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-10-13T17:05:16Z,2025-10-13T00:00:00Z,100309.0,0.0,True
BTC,2025-09-14T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,3.0,2025-09-17T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-10-20T23:28:19Z,2025-10-20T00:00:00Z,95858.0,0.0,True
BTC,2025-09-14T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,3.0,2025-09-17T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-11-10T23:28:19Z,2025-11-10T00:00:00Z,92242.0,0.0,True
BTC,2025-10-05T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,5.0,2025-10-10T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-11-05T17:05:16Z,2025-11-05T00:00:00Z,91083.0,0.0,True
BTC,2025-10-05T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,5.0,2025-10-10T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-11-12T23:28:19Z,2025-11-12T00:00:00Z,91000.0,0.0,True
BTC,2025-10-05T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,5.0,2025-10-10T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-12-03T23:28:19Z,2025-12-03T00:00:00Z,80716.0,0.0,True
BTC,2025-10-05T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,5.0,2025-10-10T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-11-05T17:05:16Z,2025-11-05T00:00:00Z,91083.0,0.0,True
BTC,2025-10-05T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,5.0,2025-10-10T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-11-12T23:28:19Z,2025-11-12T00:00:00Z,91000.0,0.0,True
BTC,2025-10-05T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,5.0,2025-10-10T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-12-03T23:28:19Z,2025-12-03T00:00:00Z,80716.0,0.0,True
BTC,2025-11-16T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,5.0,2025-11-21T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-12-17T17:05:16Z,2025-12-17T00:00:00Z,76899.0,0.0,True
BTC,2025-11-16T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,5.0,2025-11-21T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-12-24T23:28:19Z,2025-12-24T00:00:00Z,74721.0,0.0,True
BTC,2025-11-16T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,5.0,2025-11-21T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2026-01-14T23:28:19Z,2026-01-14T00:00:00Z,84147.0,0.0,True
