symbol,raw_lattice_anchor_ts_utc,interval_code,sensitivity_mode,selection_status,selected_template_time_shift_days,effective_schedule_origin_ts_utc,extension_sequence_index,marker_set,marker_ratio,marker_code,marker_kind,expected_ts_utc,observed_candle_open_ts_utc,observed_price,marker_residual_hours,matched
FIL,2025-07-13T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,10.0,2025-07-23T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-08-18T17:05:16Z,2025-08-18T00:00:00Z,2.1685,0.0,True
FIL,2025-07-13T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,10.0,2025-07-23T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-08-25T23:28:19Z,2025-08-25T00:00:00Z,2.0784,0.0,True
FIL,2025-07-13T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,10.0,2025-07-23T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-09-15T23:28:19Z,2025-09-15T00:00:00Z,2.1744,0.0,True
FIL,2025-10-05T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,6.0,2025-10-11T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-11-06T17:05:16Z,2025-11-06T00:00:00Z,1.7417,0.0,True
FIL,2025-10-05T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,6.0,2025-10-11T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-11-13T23:28:19Z,2025-11-13T00:00:00Z,1.9307,0.0,True
FIL,2025-10-05T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,6.0,2025-10-11T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-12-04T23:28:19Z,2025-12-04T00:00:00Z,1.383,0.0,True
FIL,2025-10-05T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,6.0,2025-10-11T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-11-06T17:05:16Z,2025-11-06T00:00:00Z,1.7417,0.0,True
FIL,2025-10-05T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,6.0,2025-10-11T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-11-13T23:28:19Z,2025-11-13T00:00:00Z,1.9307,0.0,True
FIL,2025-10-05T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,6.0,2025-10-11T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-12-04T23:28:19Z,2025-12-04T00:00:00Z,1.383,0.0,True
FIL,2025-10-05T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,6.0,2025-10-11T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-11-06T17:05:16Z,2025-11-06T00:00:00Z,1.7417,0.0,True
FIL,2025-10-05T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,6.0,2025-10-11T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-11-13T23:28:19Z,2025-11-13T00:00:00Z,1.9307,0.0,True
FIL,2025-10-05T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,6.0,2025-10-11T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-12-04T23:28:19Z,2025-12-04T00:00:00Z,1.383,0.0,True
FIL,2025-10-26T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-9.0,2025-10-17T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-11-12T17:05:16Z,2025-11-12T00:00:00Z,2.0388,0.0,True
FIL,2025-10-26T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-9.0,2025-10-17T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-11-19T23:28:19Z,2025-11-19T00:00:00Z,1.7463,0.0,True
FIL,2025-10-26T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-9.0,2025-10-17T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-12-10T23:28:19Z,2025-12-10T00:00:00Z,1.3297,0.0,True
FIL,2025-10-26T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-9.0,2025-10-17T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-11-12T17:05:16Z,2025-11-12T00:00:00Z,2.0388,0.0,True
FIL,2025-10-26T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-9.0,2025-10-17T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-11-19T23:28:19Z,2025-11-19T00:00:00Z,1.7463,0.0,True
FIL,2025-10-26T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-9.0,2025-10-17T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-12-10T23:28:19Z,2025-12-10T00:00:00Z,1.3297,0.0,True
FIL,2025-10-26T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-9.0,2025-10-17T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-11-12T17:05:16Z,2025-11-12T00:00:00Z,2.0388,0.0,True
FIL,2025-10-26T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-9.0,2025-10-17T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-11-19T23:28:19Z,2025-11-19T00:00:00Z,1.7463,0.0,True
FIL,2025-10-26T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-9.0,2025-10-17T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-12-10T23:28:19Z,2025-12-10T00:00:00Z,1.3297,0.0,True
FIL,2025-12-07T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,10.0,2025-12-17T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2026-01-12T17:05:16Z,2026-01-12T00:00:00Z,1.2912,0.0,True
FIL,2025-12-07T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,10.0,2025-12-17T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2026-01-19T23:28:19Z,2026-01-19T00:00:00Z,1.2462,0.0,True
FIL,2025-12-07T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,10.0,2025-12-17T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2026-02-09T23:28:19Z,2026-02-09T00:00:00Z,0.795,0.0,True
FIL,2025-12-07T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,10.0,2025-12-17T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2026-01-12T17:05:16Z,2026-01-12T00:00:00Z,1.2912,0.0,True
FIL,2025-12-07T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,10.0,2025-12-17T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2026-01-19T23:28:19Z,2026-01-19T00:00:00Z,1.2462,0.0,True
FIL,2025-12-07T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,10.0,2025-12-17T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2026-02-09T23:28:19Z,2026-02-09T00:00:00Z,0.795,0.0,True
FIL,2025-12-07T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,10.0,2025-12-17T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2026-01-12T17:05:16Z,2026-01-12T00:00:00Z,1.2912,0.0,True
FIL,2025-12-07T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,10.0,2025-12-17T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2026-01-19T23:28:19Z,2026-01-19T00:00:00Z,1.2462,0.0,True
FIL,2025-12-07T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,10.0,2025-12-17T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2026-02-09T23:28:19Z,2026-02-09T00:00:00Z,0.795,0.0,True
FIL,2026-01-18T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,10.0,2026-01-28T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2026-02-23T17:05:16Z,2026-02-23T00:00:00Z,0.77653,0.0,True
FIL,2026-01-18T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,10.0,2026-01-28T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2026-03-02T23:28:19Z,2026-03-02T00:00:00Z,0.87888,0.0,True
FIL,2026-01-18T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,10.0,2026-01-28T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2026-03-23T23:28:19Z,2026-03-23T00:00:00Z,0.81161,0.0,True
FIL,2026-01-18T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,10.0,2026-01-28T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2026-02-23T17:05:16Z,2026-02-23T00:00:00Z,0.77653,0.0,True
FIL,2026-01-18T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,10.0,2026-01-28T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2026-03-02T23:28:19Z,2026-03-02T00:00:00Z,0.87888,0.0,True
FIL,2026-01-18T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,10.0,2026-01-28T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2026-03-23T23:28:19Z,2026-03-23T00:00:00Z,0.81161,0.0,True
FIL,2026-01-18T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,10.0,2026-01-28T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2026-02-23T17:05:16Z,2026-02-23T00:00:00Z,0.77653,0.0,True
FIL,2026-01-18T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,10.0,2026-01-28T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2026-03-02T23:28:19Z,2026-03-02T00:00:00Z,0.87888,0.0,True
FIL,2026-01-18T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,10.0,2026-01-28T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2026-03-23T23:28:19Z,2026-03-23T00:00:00Z,0.81161,0.0,True
FIL,2026-02-08T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-3.0,2026-02-05T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2026-03-03T17:05:16Z,2026-03-03T00:00:00Z,0.8731,0.0,True
FIL,2026-02-08T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-3.0,2026-02-05T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2026-03-10T23:28:19Z,2026-03-10T00:00:00Z,0.8225,0.0,True
FIL,2026-02-08T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-3.0,2026-02-05T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2026-03-31T23:28:19Z,2026-03-31T00:00:00Z,0.73372,0.0,True
FIL,2026-02-08T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-3.0,2026-02-05T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2026-03-03T17:05:16Z,2026-03-03T00:00:00Z,0.8731,0.0,True
FIL,2026-02-08T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-3.0,2026-02-05T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2026-03-10T23:28:19Z,2026-03-10T00:00:00Z,0.8225,0.0,True
FIL,2026-02-08T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-3.0,2026-02-05T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2026-03-31T23:28:19Z,2026-03-31T00:00:00Z,0.73372,0.0,True
FIL,2026-02-08T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-3.0,2026-02-05T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2026-03-03T17:05:16Z,2026-03-03T00:00:00Z,0.8731,0.0,True
FIL,2026-02-08T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-3.0,2026-02-05T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2026-03-10T23:28:19Z,2026-03-10T00:00:00Z,0.8225,0.0,True
FIL,2026-02-08T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-3.0,2026-02-05T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2026-03-31T23:28:19Z,2026-03-31T00:00:00Z,0.73372,0.0,True
FIL,2026-03-01T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,2.0,2026-03-03T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2026-03-29T17:05:16Z,2026-03-29T00:00:00Z,0.71116,0.0,True
FIL,2026-03-01T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,2.0,2026-03-03T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2026-04-05T23:28:19Z,2026-04-05T00:00:00Z,0.742,0.0,True
FIL,2026-03-01T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,2.0,2026-03-03T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2026-04-26T23:28:19Z,2026-04-26T00:00:00Z,0.81638,0.0,True
HBAR,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-10.5,2024-10-02T12:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2024-10-29T05:05:16Z,2024-10-29T00:00:00Z,0.04672,0.0,True
HBAR,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-10.5,2024-10-02T12:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2024-11-05T11:28:19Z,2024-11-05T00:00:00Z,0.042311,0.0,True
HBAR,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-10.5,2024-10-02T12:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2024-11-26T11:28:19Z,2024-11-26T00:00:00Z,0.13403,0.0,True
HBAR,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-10.5,2024-10-02T12:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2024-10-29T05:05:16Z,2024-10-29T00:00:00Z,0.04672,0.0,True
HBAR,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-10.5,2024-10-02T12:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2024-11-05T11:28:19Z,2024-11-05T00:00:00Z,0.042311,0.0,True
HBAR,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-10.5,2024-10-02T12:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2024-11-26T11:28:19Z,2024-11-26T00:00:00Z,0.13403,0.0,True
HBAR,2024-10-13T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-10.5,2024-10-02T12:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2024-10-29T05:05:16Z,2024-10-29T00:00:00Z,0.04672,0.0,True
HBAR,2024-10-13T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-10.5,2024-10-02T12:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2024-11-05T11:28:19Z,2024-11-05T00:00:00Z,0.042311,0.0,True
HBAR,2024-10-13T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-10.5,2024-10-02T12:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2024-11-26T11:28:19Z,2024-11-26T00:00:00Z,0.13403,0.0,True
HBAR,2024-11-03T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,5.0,2024-11-08T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2024-12-04T17:05:16Z,2024-12-04T00:00:00Z,0.32177,0.0,True
HBAR,2024-11-03T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,5.0,2024-11-08T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2024-12-11T23:28:19Z,2024-12-11T00:00:00Z,0.2964,0.0,True
HBAR,2024-11-03T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,5.0,2024-11-08T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-01-01T23:28:19Z,2025-01-01T00:00:00Z,0.28984,0.0,True
HBAR,2024-11-03T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,5.0,2024-11-08T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2024-12-04T17:05:16Z,2024-12-04T00:00:00Z,0.32177,0.0,True
HBAR,2024-11-03T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,5.0,2024-11-08T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2024-12-11T23:28:19Z,2024-12-11T00:00:00Z,0.2964,0.0,True
HBAR,2024-11-03T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,5.0,2024-11-08T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-01-01T23:28:19Z,2025-01-01T00:00:00Z,0.28984,0.0,True
HBAR,2024-11-03T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,5.0,2024-11-08T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2024-12-04T17:05:16Z,2024-12-04T00:00:00Z,0.32177,0.0,True
HBAR,2024-11-03T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,5.0,2024-11-08T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2024-12-11T23:28:19Z,2024-12-11T00:00:00Z,0.2964,0.0,True
HBAR,2024-11-03T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,5.0,2024-11-08T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-01-01T23:28:19Z,2025-01-01T00:00:00Z,0.28984,0.0,True
HBAR,2024-12-15T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,1.0,2024-12-16T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-01-11T17:05:16Z,2025-01-11T00:00:00Z,0.28925,0.0,True
HBAR,2024-12-15T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,1.0,2024-12-16T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-01-18T23:28:19Z,2025-01-18T00:00:00Z,0.37341,0.0,True
HBAR,2024-12-15T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,1.0,2024-12-16T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-02-08T23:28:19Z,2025-02-08T00:00:00Z,0.229,0.0,True
HBAR,2024-12-15T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,1.0,2024-12-16T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-01-11T17:05:16Z,2025-01-11T00:00:00Z,0.28925,0.0,True
HBAR,2024-12-15T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,1.0,2024-12-16T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-01-18T23:28:19Z,2025-01-18T00:00:00Z,0.37341,0.0,True
HBAR,2024-12-15T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,1.0,2024-12-16T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-02-08T23:28:19Z,2025-02-08T00:00:00Z,0.229,0.0,True
HBAR,2024-12-15T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,1.0,2024-12-16T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-01-11T17:05:16Z,2025-01-11T00:00:00Z,0.28925,0.0,True
HBAR,2024-12-15T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,1.0,2024-12-16T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-01-18T23:28:19Z,2025-01-18T00:00:00Z,0.37341,0.0,True
HBAR,2024-12-15T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,1.0,2024-12-16T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-02-08T23:28:19Z,2025-02-08T00:00:00Z,0.229,0.0,True
HBAR,2025-01-05T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-10.0,2024-12-26T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-01-21T17:05:16Z,2025-01-21T00:00:00Z,0.33465,0.0,True
HBAR,2025-01-05T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-10.0,2024-12-26T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-01-28T23:28:19Z,2025-01-28T00:00:00Z,0.31,0.0,True
HBAR,2025-01-05T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-10.0,2024-12-26T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-02-18T23:28:19Z,2025-02-18T00:00:00Z,0.20481,0.0,True
HBAR,2025-01-05T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-10.0,2024-12-26T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-01-21T17:05:16Z,2025-01-21T00:00:00Z,0.33465,0.0,True
HBAR,2025-01-05T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-10.0,2024-12-26T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-01-28T23:28:19Z,2025-01-28T00:00:00Z,0.31,0.0,True
HBAR,2025-01-05T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-10.0,2024-12-26T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-02-18T23:28:19Z,2025-02-18T00:00:00Z,0.20481,0.0,True
HBAR,2025-01-05T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-10.0,2024-12-26T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-01-21T17:05:16Z,2025-01-21T00:00:00Z,0.33465,0.0,True
HBAR,2025-01-05T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-10.0,2024-12-26T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-01-28T23:28:19Z,2025-01-28T00:00:00Z,0.31,0.0,True
HBAR,2025-01-05T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-10.0,2024-12-26T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-02-18T23:28:19Z,2025-02-18T00:00:00Z,0.20481,0.0,True
HBAR,2025-01-26T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,1.0,2025-01-27T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-02-22T17:05:16Z,2025-02-22T00:00:00Z,0.21295,0.0,True
HBAR,2025-01-26T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,1.0,2025-01-27T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-03-01T23:28:19Z,2025-03-01T00:00:00Z,0.256,0.0,True
HBAR,2025-01-26T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,1.0,2025-01-27T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-03-22T23:28:19Z,2025-03-22T00:00:00Z,0.17229,0.0,True
HBAR,2025-02-16T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-5.0,2025-02-11T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-03-09T17:05:16Z,2025-03-09T00:00:00Z,0.21326,0.0,True
HBAR,2025-02-16T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-5.0,2025-02-11T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-03-16T23:28:19Z,2025-03-16T00:00:00Z,0.17927,0.0,True
HBAR,2025-02-16T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-5.0,2025-02-11T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-04-06T23:28:19Z,2025-04-06T00:00:00Z,0.14833,0.0,True
HBAR,2025-02-16T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-5.0,2025-02-11T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-03-09T17:05:16Z,2025-03-09T00:00:00Z,0.21326,0.0,True
HBAR,2025-02-16T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-5.0,2025-02-11T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-03-16T23:28:19Z,2025-03-16T00:00:00Z,0.17927,0.0,True
HBAR,2025-02-16T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,-5.0,2025-02-11T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-04-06T23:28:19Z,2025-04-06T00:00:00Z,0.14833,0.0,True
HBAR,2025-02-16T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-5.0,2025-02-11T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-03-09T17:05:16Z,2025-03-09T00:00:00Z,0.21326,0.0,True
HBAR,2025-02-16T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-5.0,2025-02-11T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-03-16T23:28:19Z,2025-03-16T00:00:00Z,0.17927,0.0,True
HBAR,2025-02-16T00:00:00Z,1d,MAX,UNIQUE_TOP_CANDIDATE,-5.0,2025-02-11T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-04-06T23:28:19Z,2025-04-06T00:00:00Z,0.14833,0.0,True
HBAR,2025-03-09T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-5.0,2025-03-04T00:00:00Z,1,EXTENSION,1.272,EXTENSION_1.272,HIGH,2025-03-30T17:05:16Z,2025-03-30T00:00:00Z,0.16123,0.0,True
HBAR,2025-03-09T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-5.0,2025-03-04T00:00:00Z,2,EXTENSION,1.618,EXTENSION_1.618,HIGH,2025-04-06T23:28:19Z,2025-04-06T00:00:00Z,0.14833,0.0,True
HBAR,2025-03-09T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,-5.0,2025-03-04T00:00:00Z,3,EXTENSION,2.618,EXTENSION_2.618,HIGH,2025-04-27T23:28:19Z,2025-04-27T00:00:00Z,0.17071,0.0,True
