policy_name,hold_hours,asset_id,symbol,ts_utc,entry_ts_utc,exit_ts_utc,selection_state,selection_bias,selection_score,priority_rank,entry_price,exit_price,gross_trade_return,fee_fraction,trade_return,actual_direction,equity_curve,drawdown
rejected_htf_24h,24,20,FLOKI,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.027772,10,2.4115e-05,2.395e-05,-0.006842214389384171,0.002,-0.008842214389384172,DOWN,0.8128046768037468,-0.16629636171634954
rejected_htf_24h,24,7,HBAR,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.017647,11,0.076486,0.075393,-0.014290196898778819,0.002,-0.01629019689877882,DOWN,0.7995639285783654,-0.17987755813921857
rejected_htf_24h,24,6,FIL,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,12,0.71655,0.71652,-4.186728072008163e-05,0.002,-0.002041867280720082,DOWN,0.7979313251537573,-0.18155213931943825
rejected_htf_24h,24,13,SUI,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.008959,12,0.7557,0.75563,-9.262935027129085e-05,0.002,-0.002092629350271291,DOWN,0.7962615506432397,-0.1832648473343652
rejected_htf_24h,24,1,BTC,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,13,58229.0,58941.0,0.01222758419344313,0.002,0.01022758419344313,UP,0.804405382692445,-0.17491161979673275
rejected_htf_24h,24,2,ETH,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,14,1773.21,1812.54,0.02218011403048704,0.002,0.020180114030487042,UP,0.8206383750419162,-0.15826124219900095
rejected_htf_24h,24,3,SOL,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,15,72.239,71.579,-0.009136339096610014,0.002,-0.011136339096610014,DOWN,0.8114994678217583,-0.16763513043663225
rejected_htf_24h,24,4,ADA,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,16,0.21314,0.20775,-0.025288542741859838,0.002,-0.027288542741859836,DOWN,0.7893548299091077,-0.1903491547565348
rejected_htf_24h,24,9,NEAR,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,20,1.0168,1.0203,0.0034421715184894362,0.002,0.0014421715184894362,UP,0.7904932149627846,-0.18918149936760387
rejected_htf_24h,24,10,PEPE,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,21,2.9089e-06,2.9211e-06,0.004194025232905934,0.002,0.0021940252329059337,UP,0.792227577022854,-0.18740254311790938
rejected_htf_24h,24,11,POL,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,22,0.080077,0.078126,-0.02436404960225776,0.002,-0.026364049602257758,DOWN,0.7713412498859469,-0.20882590277781743
rejected_htf_24h,24,16,XLM,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,25,0.14732,0.14455,-0.018802606570730344,0.002,-0.020802606570730346,DOWN,0.7552953413327942,-0.2252843862512831
rejected_htf_24h,24,27,XRP,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,29,1.15872,1.15468,-0.0034866059099696593,0.002,-0.005486605909969659,DOWN,0.7511513334492651,-0.22953494551622267
rejected_htf_24h,24,28,ALGO,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,30,0.072258,0.080395,0.11261036840211452,0.002,0.11061036840211452,UP,0.8342364591678278,-0.14431352199881686
rejected_htf_24h,24,30,FET,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,32,0.20164,0.20069,-0.004711366792303146,0.002,-0.006711366792303146,DOWN,0.8286375922988404,-0.1500563478118968
rejected_htf_24h,24,32,ICP,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,34,1.9538,1.99,0.018527996724332075,0.002,0.016527996724332077,UP,0.8423333117100141,-0.1360084819126649
rejected_htf_24h,24,33,INJ,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.0,35,2.5037,2.4753,-0.011343212046171659,0.002,-0.013343212046171659,DOWN,0.8310938797183134,-0.14753690394459795
rejected_htf_24h,24,19,CRV,2026-03-30 23:00:00,2026-03-30 23:00:00,2026-03-31 23:00:00,REJECTED_HTF,AVOID,0.008756,8,0.18711,0.1886,0.007963230185452362,0.002,0.005963230185452362,UP,0.8360498838287944,-0.1424534702782161
rejected_htf_24h,24,21,HYPE,2026-03-30 23:00:00,2026-03-30 23:00:00,2026-03-31 23:00:00,REJECTED_HTF,AVOID,0.0,25,32.118,31.64,-0.014882620337505495,0.002,-0.016882620337505497,DOWN,0.8219351710568973,-0.15693110276125444
rejected_htf_24h,24,23,LTC,2026-03-30 23:00:00,2026-03-30 23:00:00,2026-03-31 23:00:00,REJECTED_HTF,AVOID,0.0,26,46.384,46.602,0.004699896516039937,0.002,0.0026998965160399367,UP,0.8241543109616444,-0.154654903982818
rejected_htf_24h,24,38,RENDER,2026-03-30 23:00:00,2026-03-30 23:00:00,2026-03-31 23:00:00,REJECTED_HTF,AVOID,0.0,38,1.4705,1.505,0.02346140768446105,0.002,0.021461407684461052,UP,0.8418418226240983,-0.13651260824313338
rejected_htf_24h,24,8,HOT,2026-03-31 19:00:00,2026-03-31 19:00:00,2026-04-01 19:00:00,REJECTED_HTF,AVOID,0.0,21,0.00034921,0.00035179,0.007388104578906575,0.002,0.005388104578906575,UP,0.8463777544032943,-0.13186004787378003
rejected_htf_24h,24,12,QNT,2026-03-31 21:00:00,2026-03-31 21:00:00,2026-04-01 21:00:00,REJECTED_HTF,AVOID,0.0,25,60.496,61.203,0.011686723089129871,0.002,0.009686723089129871,UP,0.8545763813389985,-0.12345061655492306
rejected_htf_24h,24,17,AAVE,2026-03-31 21:00:00,2026-03-31 21:00:00,2026-04-01 21:00:00,REJECTED_HTF,AVOID,0.0,27,85.18,85.51,0.0038741488612350113,0.002,0.0018741488612350112,UP,0.8561779846909233,-0.12180783252612315
rejected_htf_24h,24,18,CC,2026-03-31 21:00:00,2026-03-31 21:00:00,2026-04-01 21:00:00,REJECTED_HTF,AVOID,0.0,28,0.13228,0.12302,-0.07000302388872093,0.002,-0.07200302388872093,DOWN,0.7945305808062259,-0.18504032413963234
rejected_htf_24h,24,29,DOT,2026-03-31 21:00:00,2026-03-31 21:00:00,2026-04-01 21:00:00,REJECTED_HTF,AVOID,0.0,31,1.0944,1.0897,-0.00429459064327499,0.002,-0.00629459064327499,DOWN,0.7895293360464871,-0.19017016168994938
rejected_htf_24h,24,31,HNT,2026-03-31 21:00:00,2026-03-31 21:00:00,2026-04-01 21:00:00,REJECTED_HTF,AVOID,0.0,32,0.93124,0.93478,0.0038013831021005313,0.002,0.0018013831021005313,UP,0.7909515808510539,-0.18871134790364086
