policy_name,hold_hours,asset_id,symbol,ts_utc,entry_ts_utc,exit_ts_utc,selection_state,selection_bias,selection_score,priority_rank,entry_price,exit_price,gross_trade_return,fee_fraction,trade_return,actual_direction,equity_curve,drawdown
rejected_htf_24h,24,18,CC,2026-03-30 11:00:00,2026-03-30 11:00:00,2026-03-31 11:00:00,REJECTED_HTF,AVOID,0.196608,21,0.13222,0.12917,-0.023067614581757653,0.002,-0.02506761458175765,DOWN,0.9749323854182423,0.0
rejected_htf_24h,24,17,AAVE,2026-03-30 11:00:00,2026-03-30 11:00:00,2026-03-31 11:00:00,REJECTED_HTF,AVOID,0.161125,22,85.73,83.97,-0.02052956957891059,0.002,-0.022529569578910592,DOWN,0.9529675784062287,-0.022529569578910613
rejected_htf_24h,24,8,HOT,2026-03-30 11:00:00,2026-03-30 11:00:00,2026-03-31 11:00:00,REJECTED_HTF,AVOID,0.151015,23,0.00035431,0.00034575,-0.024159634218622147,0.002,-0.02615963421862215,DOWN,0.9280382951329157,-0.048099838498245506
rejected_htf_24h,24,29,DOT,2026-03-30 11:00:00,2026-03-30 11:00:00,2026-03-31 11:00:00,REJECTED_HTF,AVOID,0.146687,24,1.1142,1.0765,-0.033835936097648595,0.002,-0.035835936097648596,DOWN,0.8947811740923618,-0.08221207185716373
rejected_htf_24h,24,24,ONDO,2026-03-30 11:00:00,2026-03-30 11:00:00,2026-03-31 11:00:00,REJECTED_HTF,AVOID,0.080751,25,0.23336,0.22443,-0.03826705519369224,0.002,-0.04026705519369224,DOWN,0.858750971168908,-0.11916868901579569
rejected_htf_24h,24,12,QNT,2026-03-30 11:00:00,2026-03-30 11:00:00,2026-03-31 11:00:00,REJECTED_HTF,AVOID,0.008959,27,60.885,60.951,0.0010840108401084423,0.002,-0.0009159891598915578,DOWN,0.857964364588271,-0.11997552094835018
rejected_htf_24h,24,25,RLC,2026-03-30 11:00:00,2026-03-30 11:00:00,2026-03-31 11:00:00,REJECTED_HTF,AVOID,0.0,28,0.34883,0.34166,-0.02055442479144556,0.002,-0.02255442479144556,DOWN,0.8386134718534245,-0.1398239668757516
rejected_htf_24h,24,22,LDO,2026-03-30 21:00:00,2026-03-30 21:00:00,2026-03-31 21:00:00,REJECTED_HTF,AVOID,0.108842,4,0.28044,0.28468,0.015119098559406524,0.002,0.013119098559406524,UP,0.8496153246439156,-0.12853923271875534
rejected_htf_24h,24,31,HNT,2026-03-30 21:00:00,2026-03-30 21:00:00,2026-03-31 21:00:00,REJECTED_HTF,AVOID,0.0,33,0.9372,0.93124,-0.006359368331199398,0.002,-0.008359368331199398,DOWN,0.8425130772053856,-0.13582409425864883
rejected_htf_24h,24,35,MOG,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.112152,3,1.246e-07,1.232e-07,-0.01123595505617977,0.002,-0.01323595505617977,DOWN,0.8313616119812514,-0.1472622877076749
rejected_htf_24h,24,14,VET,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.103665,8,0.005857,0.00584,-0.0029025098173127064,0.002,-0.0049025098173127064,DOWN,0.8272858535167764,-0.15144284271378072
rejected_htf_24h,24,26,WLD,2026-03-30 22:00:00,2026-03-30 22:00:00,2026-03-31 22:00:00,REJECTED_HTF,AVOID,0.080592,9,0.23889,0.23728,-0.006739503537192852,0.002,-0.008739503537192852,DOWN,0.8200557858736969,-0.15885881099139398
