ts_utc,policy_name,equity_curve,drawdown
2026-03-30 11:00:00,rejected_htf_24h,0.9749323854182423,0.0
2026-03-30 11:00:00,rejected_htf_24h,0.9529675784062287,-0.022529569578910613
2026-03-30 11:00:00,rejected_htf_24h,0.9280382951329157,-0.048099838498245506
2026-03-30 11:00:00,rejected_htf_24h,0.8947811740923618,-0.08221207185716373
2026-03-30 11:00:00,rejected_htf_24h,0.858750971168908,-0.11916868901579569
2026-03-30 11:00:00,rejected_htf_24h,0.857964364588271,-0.11997552094835018
2026-03-30 11:00:00,rejected_htf_24h,0.8386134718534245,-0.1398239668757516
2026-03-30 21:00:00,rejected_htf_24h,0.8496153246439156,-0.12853923271875534
2026-03-30 21:00:00,rejected_htf_24h,0.8425130772053856,-0.13582409425864883
2026-03-30 22:00:00,rejected_htf_24h,0.8313616119812514,-0.1472622877076749
2026-03-30 22:00:00,rejected_htf_24h,0.8272858535167764,-0.15144284271378072
2026-03-30 22:00:00,rejected_htf_24h,0.8200557858736969,-0.15885881099139398
2026-03-30 22:00:00,rejected_htf_24h,0.8128046768037468,-0.16629636171634954
2026-03-30 22:00:00,rejected_htf_24h,0.7995639285783654,-0.17987755813921857
2026-03-30 22:00:00,rejected_htf_24h,0.7979313251537573,-0.18155213931943825
2026-03-30 22:00:00,rejected_htf_24h,0.7962615506432397,-0.1832648473343652
2026-03-30 22:00:00,rejected_htf_24h,0.804405382692445,-0.17491161979673275
2026-03-30 22:00:00,rejected_htf_24h,0.8206383750419162,-0.15826124219900095
2026-03-30 22:00:00,rejected_htf_24h,0.8114994678217583,-0.16763513043663225
2026-03-30 22:00:00,rejected_htf_24h,0.7893548299091077,-0.1903491547565348
2026-03-30 22:00:00,rejected_htf_24h,0.7904932149627846,-0.18918149936760387
2026-03-30 22:00:00,rejected_htf_24h,0.792227577022854,-0.18740254311790938
2026-03-30 22:00:00,rejected_htf_24h,0.7713412498859469,-0.20882590277781743
2026-03-30 22:00:00,rejected_htf_24h,0.7552953413327942,-0.2252843862512831
2026-03-30 22:00:00,rejected_htf_24h,0.7511513334492651,-0.22953494551622267
2026-03-30 22:00:00,rejected_htf_24h,0.8342364591678278,-0.14431352199881686
2026-03-30 22:00:00,rejected_htf_24h,0.8286375922988404,-0.1500563478118968
2026-03-30 22:00:00,rejected_htf_24h,0.8423333117100141,-0.1360084819126649
2026-03-30 22:00:00,rejected_htf_24h,0.8310938797183134,-0.14753690394459795
2026-03-30 23:00:00,rejected_htf_24h,0.8360498838287944,-0.1424534702782161
2026-03-30 23:00:00,rejected_htf_24h,0.8219351710568973,-0.15693110276125444
2026-03-30 23:00:00,rejected_htf_24h,0.8241543109616444,-0.154654903982818
2026-03-30 23:00:00,rejected_htf_24h,0.8418418226240983,-0.13651260824313338
2026-03-31 19:00:00,rejected_htf_24h,0.8463777544032943,-0.13186004787378003
2026-03-31 21:00:00,rejected_htf_24h,0.8545763813389985,-0.12345061655492306
2026-03-31 21:00:00,rejected_htf_24h,0.8561779846909233,-0.12180783252612315
2026-03-31 21:00:00,rejected_htf_24h,0.7945305808062259,-0.18504032413963234
2026-03-31 21:00:00,rejected_htf_24h,0.7895293360464871,-0.19017016168994938
2026-03-31 21:00:00,rejected_htf_24h,0.7909515808510539,-0.18871134790364086
