ts_utc,policy_name,equity_curve,drawdown
2026-03-30 10:00:00,rejected_htf_4h,0.997484901165411,0.0
2026-03-30 11:00:00,rejected_htf_4h,1.0087676005965631,0.0
2026-03-30 11:00:00,rejected_htf_4h,1.0139278122326953,0.0
2026-03-30 11:00:00,rejected_htf_4h,1.0166503733853638,0.0
2026-03-30 11:00:00,rejected_htf_4h,1.0041239122599073,-0.012321306767187234
2026-03-30 11:00:00,rejected_htf_4h,1.011926268309027,-0.004646735200229957
2026-03-30 11:00:00,rejected_htf_4h,1.026832269942343,0.0
2026-03-30 11:00:00,rejected_htf_4h,1.0370058107191733,0.0
2026-03-30 11:00:00,rejected_htf_4h,1.0401342190981897,0.0
2026-03-30 11:00:00,rejected_htf_4h,1.0315224955950126,-0.008279434850863354
2026-03-30 20:00:00,rejected_htf_4h,1.026297118865502,-0.013303187202786892
2026-03-30 21:00:00,rejected_htf_4h,1.0185721507358814,-0.020730082682024364
2026-03-30 21:00:00,rejected_htf_4h,1.028803192029657,-0.010893812414283333
2026-03-30 21:00:00,rejected_htf_4h,1.0318725961747828,-0.007942843117467957
2026-03-30 21:00:00,rejected_htf_4h,1.0261314561134365,-0.013462457755590296
2026-03-30 22:00:00,rejected_htf_4h,1.0292124784435048,-0.010500318568649858
2026-03-30 22:00:00,rejected_htf_4h,1.042276226031876,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.0500892997776685,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.0462592457529114,-0.0036473603012315836
2026-03-30 22:00:00,rejected_htf_4h,1.0589392377181788,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.0746434144551593,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.0917299665707658,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.1020447511088105,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.1160243909439793,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.1277316711992558,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.1361374959581945,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.1466770415745708,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.1739179107497977,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.1776261271423207,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.195327428679697,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.1996803647492291,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.2033481530612857,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.2098677294175788,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.2161232727686873,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.2297339140706243,0.0
2026-03-30 22:00:00,rejected_htf_4h,1.2413731460455244,0.0
2026-03-30 23:00:00,rejected_htf_4h,1.2601206603880637,0.0
2026-03-30 23:00:00,rejected_htf_4h,1.2745654676468312,0.0
2026-03-30 23:00:00,rejected_htf_4h,1.287572400704238,0.0
2026-03-30 23:00:00,rejected_htf_4h,1.2956011852118374,0.0
2026-03-30 23:00:00,rejected_htf_4h,1.304590369402087,0.0
2026-03-30 23:00:00,rejected_htf_4h,1.3204344220421087,0.0
2026-03-31 21:00:00,rejected_htf_4h,1.32455373775208,0.0
2026-03-31 21:00:00,rejected_htf_4h,1.3308288294220763,0.0
2026-03-31 21:00:00,rejected_htf_4h,1.3263847122562211,-0.003339360455382523
2026-03-31 21:00:00,rejected_htf_4h,1.313779732883884,-0.0128108860893823
2026-03-31 21:00:00,rejected_htf_4h,1.3088599721645504,-0.01650765054966985
2026-03-31 21:00:00,rejected_htf_4h,1.3123229753056163,-0.013905510391217124
2026-03-31 21:00:00,rejected_htf_4h,1.3073917368781471,-0.017610899332641372
2026-03-31 21:00:00,rejected_htf_4h,1.3005479290929256,-0.0227534147590569
2026-03-31 21:00:00,rejected_htf_4h,1.304350204502245,-0.019896341538776063
2026-03-31 21:00:00,rejected_htf_4h,1.297235269090249,-0.025242585364201542
2026-03-31 21:00:00,rejected_htf_4h,1.29395667489998,-0.027706158528372327
2026-03-31 21:00:00,rejected_htf_4h,1.277241270265172,-0.04026630470589898
2026-03-31 21:00:00,rejected_htf_4h,1.2323953093170106,-0.07396407256056459
2026-03-31 21:00:00,rejected_htf_4h,1.217088173373177,-0.08546602954062243
2026-03-31 21:00:00,rejected_htf_4h,1.2092270814043455,-0.09137294393489903
2026-03-31 21:00:00,rejected_htf_4h,1.191560698035232,-0.10464766640749934
2026-03-31 21:00:00,rejected_htf_4h,1.1778935862400477,-0.11491729048914723
2026-03-31 21:00:00,rejected_htf_4h,1.1567665865378456,-0.13079235964539382
